Experiment;Name;Time HS;Days post-HS;mCherry;mCitrine;mTurquoise2;GFP;Tumor;mCherry in tumors;mCitrine in tumors;mTurquoise2 in tumors;GFP in tumors;Tumor location;Standardized image;;
230320 Flybow HS1902 30min prepared on 230317 ie 26d;6-2;30 min;26;0;0;0;19;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min prepared on 230317 ie 26d;6-3;30 min;26;0;0;1;1;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;1-1;30 min;23;0;0;0;9;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;1-2;30 min;23;0;0;0;23;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;1-3;30 min;23;0;0;0;1;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;1-4;30 min;23;0;0;0;3;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;1-5;30 min;23;0;0;0;8;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;1-6;30 min;23;0;0;0;16;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;1-7;30 min;23;0;0;1;5;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;2-2;30 min;23;0;0;0;2;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;2-3;30 min;23;0;0;2;22;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;2-4;30 min;23;0;0;0;1;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;2-5;30 min;23;0;0;0;2;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;3-1;30 min;23;0;0;0;1;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;3-2;30 min;23;0;0;0;12;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;3-3;30 min;23;0;0;0;18;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;3-4;30 min;23;0;0;0;0;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;4-2;30 min;23;0;0;0;10;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;4-3;30 min;23;0;0;0;4;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;4-4;30 min;23;0;0;0;5;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;4-5;30 min;23;0;0;0;1;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;5-1;30 min;23;0;0;0;1;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;5-2;30 min;23;0;0;0;1;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;5-3;30 min;23;1;0;5;2;F;0;0;0;0;Malpighi;No;;
230320 Flybow HS1902 30min 23d post HS;5-4;30 min;23;3;0;3;3;F;0;0;0;0;Malpighi;No;;
230320 Flybow HS1902 30min 23d post HS;5-5;30 min;23;0;0;0;10;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;5-6;30 min;23;0;0;3;13;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;6-2;30 min;23;0;0;2;9;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;6-3;30 min;23;0;0;0;38;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;6-4;30 min;23;3;0;0;6;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;7-1;30 min;23;0;0;0;8;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;7-2;30 min;23;0;0;0;0;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;7-3;30 min;23;0;0;0;3;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;7-4;30 min;23;0;0;0;7;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;8-2;30 min;23;0;0;0;0;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;8-3;30 min;23;0;0;0;2;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;8-4;30 min;23;0;0;0;2;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;8-5;30 min;23;0;0;1;4;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;8-6;30 min;23;0;0;0;5;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;9-1;30 min;23;0;0;0;1;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;9-2;30 min;23;0;0;1;1;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;9-5;30 min;23;0;0;0;12;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;9-6;30 min;23;0;0;0;10;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;9-7;30 min;23;0;0;1;1;F;0;0;0;0;Malpighi;No;;
230320 Flybow HS1902 30min 23d post HS;9-8;30 min;23;2;0;4;11;F;0;0;0;0;Malpighi;No;;
230320 Flybow HS1902 30min 23d post HS;9-9;30 min;23;0;0;0;5;F;0;0;0;0;Malpighi;No;;
230320 Flybow HS1902 30min 23d post HS;10-1;30 min;23;0;0;0;7;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;10-2;30 min;23;1;0;0;0;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;10-3;30 min;23;0;0;0;1;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;11-1;30 min;23;0;0;0;0;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;11-2;30 min;23;0;0;0;15;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;12-1;30 min;23;0;0;1;10;F;0;0;0;0;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;12-5;30 min;23;0;0;0;12;F;0;0;0;0;Malpighi;No;;
230320 Flybow HS1902 30min 23d post HS;12-6;30 min;23;4;0;1;15;F;0;0;0;0;Midgut;No;;
230224 countings Flybow 20X 3d post HS 1h;6-4;1 hr;3;1;1;1;1;T;1;1;1;1;;No;;
230207 Flybow HS 0103 1h 5d;5-1;1 hr;5;1;1;4;5;T;1;1;1;1;Malpighi;No;;
230207 Flybow HS 0103 1h 5d;6-5;1 hr;5;2;2;3;12;T;0;0;0;1;Midgut;No;;
230207 Flybow HS 0302 1h 4d;1-5;1 hr;4;4;3;0;18;T;0;0;0;1;Midgut;No;;
230207 Flybow HS 0302 1h 4d;1-7;1 hr;4;3;0;3;7;T;1;0;1;1;Malpighi;No;;
230207 Flybow HS 0302 1h 4d;5-1;1 hr;4;1;3;1;10;T;1;1;1;1;Midgut;No;;
230207 Flybow HS 0302 1h 4d;5-2;1 hr;4;1;1;0;7;T;1;1;0;1;Midgut;No;;
230207 Flybow HS 0302 1h 4d;5-3;1 hr;4;3;0;1;21;T;1;0;1;1;Malpighi;No;;
230207 Flybow HS 0302 1h 4d;5-4;1 hr;4;1;0;1;14;T;1;0;1;1;Malpighi;No;;
230207 Flybow HS 0302 1h 4d;5-5;1 hr;4;0;1;1;17;T;0;0;0;1;Malpighi;No;;
230207 Flybow HS 0302 1h 4d;5-6;1 hr;4;1;1;3;22;T;0;0;1;1;Malpighi;No;;
230207 Flybow HS 0302 1h 4d;5-9;1 hr;4;3;2;0;23;T;1;0;0;1;Midgut;No;;
230320 Flybow HS2002 1h 22d post HS;1-2;1 hr;22;1;1;1;9;T;1;0;0;1;Midgut;No;;
230320 Flybow HS2002 1h 22d post HS;1-5;1 hr;22;2;0;1;7;T;1;0;1;1;Midgut;No;;
230320 Flybow HS2002 1h 22d post HS;1-6;1 hr;22;3;0;0;4;T;1;0;0;1;Midgut;No;;
230320 Flybow HS2002 1h 22d post HS;1-7;1 hr;22;2;0;1;2;T;1;0;0;1;Midgut;No;;
230320 Flybow HS2002 1h 22d post HS;2-1;1 hr;22;4;0;5;10;T;0;0;0;1;Midgut;No;;
230320 Flybow HS2002 1h 22d post HS;2-3;1 hr;22;1;0;1;5;T;0;0;0;1;Midgut;No;;
230320 Flybow HS2002 1h 22d post HS;2-5;1 hr;22;2;2;2;11;T;1;1;1;1;Malpighi;No;;
230320 Flybow HS2002 1h 22d post HS;3-1;1 hr;22;6;1;1;8;T;1;0;0;1;Midgut;No;;
230320 Flybow HS2002 1h 22d post HS;3-1 BIS;1 hr;22;6;2;4;7;T;1;1;1;1;Midgut;No;;
230320 Flybow HS2002 1h 22d post HS;3-6;1 hr;22;0;1;1;3;T;0;0;1;1;Midgut;No;;
230320 Flybow HS2002 1h 22d post HS;4-3;1 hr;22;4;0;5;5;T;1;0;1;1;Malpighi;No;;
230320 Flybow HS2002 1h 22d post HS;4-4;1 hr;22;3;1;2;9;T;1;1;0;1;Malpighi;No;;
230320 Flybow HS2002 1h 22d post HS;4-5;1 hr;22;6;2;5;10;T;1;1;1;1;Malpighi;No;;
230320 Flybow HS2002 1h 22d post HS;4-6;1 hr;22;3;4;1;6;T;1;1;0;1;Midgut;No;;
230320 Flybow HS2002 1h 22d post HS;5-1;1 hr;22;0;1;0;7;T;0;0;0;1;Midgut;No;;
230320 Flybow HS2002 1h 22d post HS;5-2;1 hr;22;1;0;0;7;T;1;0;0;1;Midgut;No;;
230320 Flybow HS2002 1h 22d post HS;5-4;1 hr;22;0;0;0;4;T;0;0;0;1;Midgut;No;;
230320 Flybow HS2002 1h 22d post HS;5-5;1 hr;22;1;1;3;10;T;1;1;1;1;Malpighi;No;;
230320 Flybow HS2002 1h 22d post HS;5-6;1 hr;22;1;0;6;5;T;1;0;1;1;Malpighi;No;;
230320 Flybow HS2002 1h 22d post HS;5-8;1 hr;22;2;1;3;5;T;1;0;1;1;Midgut;No;;
230320 Flybow HS2002 1h 22d post HS;6-3;1 hr;22;4;1;0;5;T;1;1;0;1;Midgut;No;;
230320 Flybow HS2002 1h 22d post HS;6-4;1 hr;22;2;2;1;17;T;0;0;0;1;Midgut;No;;
230320 Flybow HS2002 1h 22d post HS;6-6;1 hr;22;3;2;0;6;T;1;1;0;1;Malpighi;No;;
HS 230224 1h30 4d;1-1;1 hr 30 min;4;6;3;4;14;T;1;0;0;1;Midgut;No;;
HS 230224 1h30 4d;1-2;1 hr 30 min;4;7;3;7;12;T;0;1;1;1;Midgut;No;;
HS 230224 1h30 4d;4-1;1 hr 30 min;4;1;0;0;10;T;0;0;0;1;Malpighi;No;;
HS 230224 1h30 4d;5-1;1 hr 30 min;4;7;4;3;9;T;1;1;1;1;Malpighi;No;;
HS 230224 1h30 4d;5-3;1 hr 30 min;4;3;1;1;4;T;1;0;0;1;Midgut;No;;
230102 tests reenforced line 4d;ITA 2-2;2 hr;4;10;4;5;13;T;1;1;1;1;;No;;
230102 tests reenforced line 4d;ITA 2-3;2 hr;4;1;1;0;3;T;1;1;0;1;;No;;
230102 tests reenforced line 4d;ITA 3-1 FINE;2 hr;4;2;2;1;3;T;1;1;1;1;;No;;
230116 Tumors renforced lines 21d selected tumors;ITA 1-1;2 hr;21;1;0;1;1;T;1;0;1;1;;No;;
230116 Tumors renforced lines 21d selected tumors;ITA 1-2;2 hr;21;1;1;0;1;T;1;1;0;1;;No;;
230116 Tumors renforced lines 21d selected tumors;ITA 1-3;2 hr;21;1;1;0;1;T;1;1;0;1;;No;;
230116 Tumors renforced lines 21d selected tumors;ITA 2-1;2 hr;21;1;1;0;1;T;1;1;0;1;;No;;
230116 Tumors renforced lines 21d selected tumors;ITA 2-2;2 hr;21;1;0;1;1;T;1;0;1;1;;No;;
230116 Tumors renforced lines 21d selected tumors;ITA 2-3;2 hr;21;0;0;1;1;T;0;0;1;1;;No;;
230116 Tumors renforced lines 21d selected tumors;ITA 3-1;2 hr;21;0;1;1;1;T;0;1;1;1;;No;;
230116 Tumors renforced lines 21d selected tumors;ITA 3-2;2 hr;21;0;0;0;2;T;0;0;0;1;;No;;
230116 Tumors renforced lines 21d selected tumors;ITA 4-1;2 hr;21;1;1;1;1;T;1;1;1;1;;No;;
230116 Tumors renforced lines 21d selected tumors;ITA 5-1;2 hr;21;1;0;1;1;T;1;0;1;1;;No;;
HS 230207 2h 21d;1-1;2 hr;21;1;1;1;1;T;1;1;1;1;Midgut;No;;
HS 230207 2h 21d;1-2;2 hr;21;3;1;3;4;T;3;1;3;4;Malpighi;No;;
HS 230207 2h 21d;2-1;2 hr;21;1;1;1;1;T;1;0;1;1;Midgut;No;;
HS 230207 2h 21d;2-3;2 hr;21;1;0;1;4;T;1;0;0;1;Midgut;No;;
HS 230207 2h 21d;3-1;2 hr;21;1;0;1;2;T;0;0;1;1;Midgut;No;;
HS 230207 2h 21d;3-2;2 hr;21;1;1;1;2;T;1;1;1;1;Midgut;No;;
HS 230207 2h 21d;3-3;2 hr;21;1;1;1;1;T;1;1;1;1;Midgut;No;;
HS 230207 2h 21d;4-1;2 hr;21;1;0;1;1;T;1;0;1;1;Midgut;No;;
HS 230207 2h 21d;4-3;2 hr;21;0;0;0;1;T;0;0;0;1;Midgut;No;;
HS 230207 2h 21d;4-4;2 hr;21;0;0;0;1;T;0;0;0;1;Midgut;No;;
HS 230207 2h 21d;4-5;2 hr;21;2;0;3;4;T;1;0;1;1;Malpighi;No;;
HS 230207 2h 21d;4-6;2 hr;21;2;0;2;5;T;1;0;1;1;Midgut;No;;
HS 230207 2h 21d;5-2;2 hr;21;2;0;1;3;T;1;0;1;1;Midgut;No;;
HS 230207 2h 21d;5-3;2 hr;21;3;2;2;1;T;1;1;1;1;Malpighi;No;;
HS 230207 2h 21d;5-4;2 hr;21;0;0;0;1;T;0;0;0;1;Midgut;No;;
HS 230207 2h 21d;6-2;2 hr;21;2;1;1;3;T;1;1;1;1;Midgut;No;;
HS 230207 2h 21d;6-3;2 hr;21;0;0;0;3;T;0;0;0;1;Midgut;No;;
HS 230207 2h 21d;6-4;2 hr;21;4;1;3;6;T;1;1;1;1;Malpighi;No;;
HS 230208 2h 21d;1-1;2 hr;21;1;0;3;3;T;0;0;1;1;Midgut;No;;
HS 230208 2h 21d;1-2;2 hr;21;1;1;1;3;T;1;1;1;1;Malpighi;No;;
HS 230208 2h 21d;2-1;2 hr;21;1;1;1;3;T;1;1;1;1;Midgut;No;;
HS 230208 2h 21d;2-2;2 hr;21;1;0;1;1;T;1;0;1;1;Midgut;No;;
HS 230208 2h 21d;2-4;2 hr;21;4;0;4;2;T;1;0;1;1;Malpighi;No;;
HS 230208 2h 21d;2-5;2 hr;21;3;2;3;8;T;1;1;1;1;Midgut;No;;
HS 230208 2h 21d;3-3;2 hr;21;0;1;1;4;T;0;1;1;1;Malpighi;No;;
HS 230208 2h 21d;3-4;2 hr;21;3;1;1;6;T;1;1;1;1;Malpighi;No;;
HS 230208 2h 21d;4-1;2 hr;21;1;0;1;1;T;1;0;1;1;Midgut;No;;
HS 230208 2h 21d;4-3;2 hr;21;2;0;1;2;T;1;0;1;1;Midgut;No;;
HS 230208 2h 21d;5-1;2 hr;21;2;1;2;1;T;1;1;1;1;Midgut;No;;
HS 230208 2h 21d;5-2;2 hr;21;2;1;0;2;T;1;1;0;1;Midgut;No;;
HS 230208 2h 21d;5-3;2 hr;21;4;2;2;4;T;1;1;1;1;Malpighi;No;;
HS 230208 2h 21d;6-2;2 hr;21;4;0;1;5;T;1;0;1;1;Malpighi;No;;
230207 Flybow HS0203 2h 4d;2-1;2 hr;4;4;3;2;4;T;1;0;0;1;Midgut;No;;
230207 Flybow HS0203 2h 4d;6-4;2 hr;4;1;2;1;8;T;0;1;0;1;Midgut;No;;
230207 Flybow HS0203 2h 4d;6-4;2 hr;4;0;0;0;1;T;0;0;0;1;Midgut;2nd tumor of the picture;;
230529 Flybow 31d 2h HS;1-1;2 hr;31;1;1;1;1;T;1;1;1;1;Midgut;No;;
230529 Flybow 31d 2h HS;2-1;2 hr;31;1;0;1;1;T;1;0;1;1;Midgut;No;;
230529 Flybow 31d 2h HS;3-1;2 hr;31;1;1;1;1;T;1;1;1;1;Midgut;No;;
230529 Flybow 31d 2h HS;3-2;2 hr;31;1;0;1;1;T;1;0;1;1;Malpighi;No;;
230529 Flybow 31d 2h HS;4-1;2 hr;31;1;1;1;1;T;1;1;1;1;Midgut;No;;
230529 Flybow 31d 2h HS;4-2;2 hr;31;1;1;1;1;T;1;1;1;1;Malpighi;No;;
230529 Flybow 31d 2h HS;5-1;2 hr;31;1;1;1;1;T;1;1;1;1;Malpighi;No;;
230529 Flybow 31d 2h HS;5-2;2 hr;31;1;1;1;1;T;1;1;1;1;Midgut;No;;
230529 Flybow 31d 2h HS;6-1;2 hr;31;1;1;1;1;T;1;1;1;1;Malpighi;No;;
230529 Flybow 31d 2h HS;6-2;2 hr;31;1;1;1;1;T;1;1;1;1;Midgut;No;;
230529 Flybow 31d 2h HS;7-1;2 hr;31;1;1;1;1;T;1;1;1;1;Midgut;No;;
230529 Flybow 31d 2h HS;9-1;2 hr;31;1;1;1;1;T;1;1;1;1;Malpighi;No;;
230529 Flybow 31d 2h HS;9-2;2 hr;31;1;1;1;1;T;1;1;1;1;Midgut;No;;
230529 Flybow 31d 2h HS;10-1;2 hr;31;1;1;1;1;T;1;1;1;1;Midgut;No;;
230529 Flybow 31d 2h HS;11-1;2 hr;31;1;1;1;1;T;1;1;1;1;Midgut;No;;
230529 Flybow 31d 2h HS;12-1;2 hr;31;1;1;1;1;T;1;1;1;1;Malpighi;No;;
230529 Flybow 31d 2h HS;12-2;2 hr;31;1;0;1;1;T;1;0;1;1;Malpighi;No;;
230529 Flybow 31d 2h HS;12-3;2 hr;31;1;1;1;1;T;0;1;0;1;Midgut;No;;
230529 Flybow 31d 2h HS;14-1;2 hr;31;1;1;1;1;T;0;0;0;1;Midgut;No;;
230529 Flybow 31d 2h HS;15-1;2 hr;31;1;0;1;1;T;1;0;1;1;Midgut;No;;
230529 Flybow 31d 2h HS;16-1;2 hr;31;1;1;1;1;T;1;1;1;1;Malpighi;No;;
230529 Flybow 31d 2h HS;17-1;2 hr;31;1;0;1;1;T;1;0;1;1;Malpighi;No;;
230529 Flybow 31d 2h HS;18-1;2 hr;31;1;1;1;1;T;1;1;1;1;Malpighi;No;;
230529 Flybow 31d 2h HS;13-1 sbcf;2 hr;31;1;1;1;1;T;1;1;1;1;Malpighi;No;;
230224 countings flybow 4d post HS 30 min;1-1;30 min;4;0;0;1;1;T;0;0;1;1;;No;;
230224 countings flybow 4d post HS 30 min;1-1 bis;30 min;4;0;0;0;2;T;0;0;0;1;;No;;
230224 countings flybow 4d post HS 30 min;1-7;30 min;4;0;0;0;3;T;0;0;0;1;;No;;
230224 countings flybow 4d post HS 30 min;1-7 bis;30 min;4;0;0;0;2;T;0;0;0;1;;No;;
230224 countings flybow 4d post HS 30 min;2-1;30 min;4;1;0;0;6;T;1;0;0;1;;No;;
230224 countings flybow 4d post HS 30 min;2-6;30 min;4;0;1;0;11;T;0;1;0;1;;No;;
230224 countings flybow 4d post HS 30 min;2-6 bis;30 min;4;0;0;0;8;T;0;0;0;1;;No;;
230224 countings flybow 4d post HS 30 min;4-1;30 min;4;0;0;0;3;T;0;0;0;1;;No;;
230320 Flybow HS1902 30min prepared on 230317 ie 26d;3-1;30 min;26;0;0;0;5;T;0;0;0;1;Malpighi;No;;
230320 Flybow HS1902 30min prepared on 230317 ie 26d;3-2;30 min;26;0;0;0;6;T;0;0;0;1;Malpighi;No;;
230320 Flybow HS1902 30min prepared on 230317 ie 26d;3-7;30 min;26;0;0;0;18;T;0;0;0;1;Midgut;No;;
230320 Flybow HS1902 30min prepared on 230317 ie 26d;3-8;30 min;26;4;0;0;17;T;1;0;0;1;Midgut;No;;
230320 Flybow HS1902 30min prepared on 230317 ie 26d;4-1;30 min;26;1;1;1;1;T;1;1;1;1;Midgut;No;;
230320 Flybow HS1902 30min prepared on 230317 ie 26d;4-2;30 min;26;1;1;1;1;T;1;0;1;1;Midgut;No;;
230320 Flybow HS1902 30min prepared on 230317 ie 26d;4-3;30 min;26;0;0;1;1;T;0;0;1;1;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;2-1;30 min;23;0;0;0;4;T;0;0;0;1;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;4-1;30 min;23;0;0;0;1;T;0;0;0;1;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;6-1;30 min;23;1;0;2;20;T;0;0;1;1;Malpighi;No;;
230320 Flybow HS1902 30min 23d post HS;8-1;30 min;23;0;0;0;11;T;0;0;0;1;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;9-3;30 min;23;1;0;0;3;T;0;0;0;1;Malpighi;No;;
230320 Flybow HS1902 30min 23d post HS;9-4;30 min;23;0;0;0;3;T;0;0;0;1;Malpighi;No;;
230320 Flybow HS1902 30min 23d post HS;11-3;30 min;23;0;0;0;6;T;0;0;0;1;Malpighi;No;;
230320 Flybow HS1902 30min 23d post HS;11-4;30 min;23;1;0;0;6;T;1;0;0;1;Malpighi;No;;
230320 Flybow HS1902 30min 23d post HS;12-2;30 min;23;0;0;2;9;T;0;0;0;1;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;12-3;30 min;23;0;0;0;1;T;0;0;0;1;Midgut;No;;
230320 Flybow HS1902 30min 23d post HS;12-4;30 min;23;2;0;10;19;T;1;0;1;1;Malpighi;No;;
230614 Flybow 5d 30min HS selected;1-1;30 min;5;0;0;0;1;T;0;0;0;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230614 Flybow 5d 30min HS selected;2-1;30 min;5;1;0;1;1;T;1;0;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230614 Flybow 5d 30min HS selected;3-1;30 min;5;1;0;0;1;T;1;0;0;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230614 Flybow 6d post HS 30 min;1-1;30 min;6;1;0;1;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230614 Flybow 6d post HS 30 min;2-1;30 min;6;0;0;0;1;T;0;0;0;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230614 Flybow 6d post HS 30 min;3-1;30 min;6;1;0;1;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230614 Flybow HS2905 30min 8d post HS selected tumors;1-1;30 min;8;1;0;0;1;T;1;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230614 Flybow HS2905 30min 8d post HS selected tumors;2-1;30 min;8;1;0;1;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230614 Flybow HS2905 30min 8d post HS selected tumors;3-1;30 min;8;1;1;1;1;T;1;1;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230614 Flybow HS2905 30min 8d post HS selected tumors;4-1;30 min;8;0;0;0;1;T;0;0;0;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230614 Flybow HS2905 30min 8d post HS selected tumors;4-2;30 min;8;1;1;1;1;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow 7d 2h HS selected;1-1;2 hr;7;1;1;1;1;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow 7d 2h HS selected;2-1;2 hr;7;1;1;1;1;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow 7d 2h HS selected;3-1;2 hr;7;1;0;1;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow 7d 2h HS selected;4-1;2 hr;7;2;2;4;19;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow 7d 2h HS selected;5-1;2 hr;7;1;1;1;1;T;1;1;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow 7d 2h HS selected;6-1;2 hr;7;5;0;3;20;T;1;0;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow 7d 2h HS selected;7-1;2 hr;7;2;1;3;7;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow 7d 2h HS selected;8-1;2 hr;7;1;1;1;1;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow 7d 2h HS selected;9-1;2 hr;7;1;0;3;20;T;0;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow 7d 2h HS selected;10-1;2 hr;7;2;0;4;2;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow 7d 2h HS selected;11-1;2 hr;7;3;0;3;5;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow no HS 24d;1-1;no;24;1;0;1;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow no HS 24d;1-2;no;24;1;0;1;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow no HS 24d;2-1;no;24;1;0;1;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow no HS 24d;3-1;no;24;1;0;0;1;T;1;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow no HS 24d;4-1;no;24;0;0;0;1;T;0;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow no HS 24d;5-1;no;24;1;0;1;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow no HS 24d;6-1;no;24;1;0;0;1;T;1;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow no HS 24d;6-2;no;24;0;0;0;1;T;0;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow no HS 24d;7-1;no;24;1;0;1;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow no HS 24d;8-1;no;24;1;0;1;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230615 Flybow no HS 24d;9-1;no;24;1;0;1;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2306;1-1;2 hr;5;1;0;1;1;T;0;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2307;2-1;2 hr;5;1;1;1;1;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2308;2-2;2 hr;5;1;1;1;1;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2309;3-1;2 hr;5;3;2;5;13;T;1;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2310;3-2;2 hr;5;12;3;5;12;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2311;4-1;2 hr;5;5;3;2;7;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2312;4-2;2 hr;5;5;1;1;13;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2313;5-1;2 hr;5;7;6;5;27;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
